entity_slug,entity_name,type,business_line,metric,unit,currency,actual_or_estimate,year,base_value,bearish_forecast,normal_forecast,bullish_forecast,bearish_thesis,normal_thesis,bullish_thesis,source_url,source_date,updated_at,confidence,notes
natural_gas,Natural gas,commodity,Natural gas,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.eia.gov/naturalgas/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
neuralink,Neuralink,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Neuralink's favor and operating leverage becomes visible.,https://neuralink.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
nickel,Nickel,commodity,Nickel,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.iea.org/reports/global-critical-minerals-outlook-2025,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
nuclear_power,Nuclear power,sector,Nuclear power,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.world-nuclear.org/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
nvidia,Nvidia,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Nvidia's favor and operating leverage becomes visible.,https://www.nvidia.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
oil,Oil,commodity,Oil,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.eia.gov/petroleum/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
openai,OpenAI,private_company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in OpenAI's favor and operating leverage becomes visible.,https://openai.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
oracle,Oracle,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Oracle's favor and operating leverage becomes visible.,https://www.oracle.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
panasonic_energy,Panasonic Energy,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Panasonic Energy's favor and operating leverage becomes visible.,https://www.panasonic.com/global/energy/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
rare_earths,Rare earths,commodity,Rare earths,commodity price,index,USD,estimate,2026,,TBD,TBD,TBD,New supply or weaker demand pushes prices below incentive levels.,Supply-demand stays cyclical but structurally supported by linked electrification and AI themes.,Persistent bottlenecks tighten supply and lift prices / margins faster than demand models assume.,https://www.iea.org/reports/global-critical-minerals-outlook-2025,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
robot_actuators,Robot actuators,technology,Robot actuators,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.harmonicdrive.net/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
robot_sensors,Robot sensors,technology,Robot sensors,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://www.onsemi.com/applications/industrial/robotics,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
robotaxi_autonomy,Robotaxi and autonomy,technology,Robotaxi and autonomy,market size,USD bn,USD,estimate,2026,,TBD,TBD,TBD,Demand underwhelms or bottlenecks persist longer than expected.,Structural demand grows but constraints and pricing cycles keep progress uneven.,"Demand accelerates, bottlenecks loosen selectively, and pricing power stays supportive.",https://waymo.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
rocket_lab,Rocket Lab,company,Core business,revenue,USD bn,USD,estimate,2026,,TBD,TBD,TBD,"Adoption, margins, or monetization lag while capex stays elevated.",Core business remains strategically relevant and linked adjacencies add optionality gradually.,Linked markets inflect in Rocket Lab's favor and operating leverage becomes visible.,https://www.rocketlabusa.com/,2026-06-20,2026-06-20,0.30,Bootstrap placeholder row; replace TBD values after source-backed extraction.
